alert_id,timestamp,machine_id,operator_id,task_id,alert_type,severity,source,message,recommended_action,resolved
AL000091,2025-06-11 11:11:00,M0010,OP0037,T00152,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000692,2025-06-11 11:35:00,M0003,OP0012,T00799,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000693,2025-06-11 11:35:00,M0003,OP0012,T00799,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000983,2025-06-11 11:59:18,M0010,OP0037,T00152,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000092,2025-06-11 12:02:00,M0010,OP0037,T00152,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000093,2025-06-11 12:39:00,M0010,OP0037,T00152,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL001022,2025-06-11 13:33:48,M0032,OP0019,T00289,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000552,2025-06-11 14:27:00,M0016,OP0052,T00059,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000045,2025-06-11 14:42:00,M0016,OP0052,T00059,SEATBELT,HIGH,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000046,2025-06-11 15:15:00,M0016,OP0052,T00059,PROXIMITY,LOW,safety_events,Obstacle detected within the machine operating zone.,Reassess path and clear or route around obstacle.,True
AL000047,2025-06-11 15:16:00,M0016,OP0052,T00059,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL001188,2025-06-11 19:00:00,M0029,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 114m).",Consider pausing operations until conditions improve.,True
AL000618,2025-06-12 08:14:00,M0018,OP0012,T00391,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000266,2025-06-12 08:33:00,M0018,OP0012,T00391,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL001085,2025-06-12 15:53:54,M0031,OP0021,T00493,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL001221,2025-06-12 19:00:00,M0033,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 243m).",Consider pausing operations until conditions improve.,True
AL000688,2025-06-13 10:43:00,M0038,OP0026,T00766,UNUSUAL_BEHAVIOR,HIGH,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000473,2025-06-13 10:54:00,M0038,OP0026,T00766,SEATBELT,HIGH,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000759,2025-06-13 11:00:00,M0020,OP0009,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000758,2025-06-13 11:00:00,M0020,OP0009,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000474,2025-06-13 11:01:00,M0038,OP0026,T00766,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL000936,2025-06-13 15:01:24,M0030,OP0018,T00001,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL001167,2025-06-13 16:48:30,M0038,OP0026,T00766,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000142,2025-06-15 09:05:00,M0006,OP0029,T00218,PROXIMITY,LOW,safety_events,Obstacle detected within the machine operating zone.,Reassess path and clear or route around obstacle.,True
AL000875,2025-06-15 10:00:00,M0032,OP0046,,UNUSUAL_BEHAVIOR,HIGH,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000131,2025-06-16 07:34:00,M0028,OP0006,T00205,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL000997,2025-06-16 08:07:48,M0028,OP0006,T00205,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000828,2025-06-17 07:00:00,M0028,OP0041,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000827,2025-06-17 07:00:00,M0028,OP0041,,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000717,2025-06-17 09:00:00,M0009,OP0052,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000017,2025-06-17 11:01:00,M0035,OP0043,T00027,UNUSUAL_BEHAVIOR,HIGH,safety_events,Machine speed exceeded safe operating threshold.,Coach operator on speed limits for this machine type.,True
AL000233,2025-06-18 09:48:00,M0001,OP0006,T00345,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000525,2025-06-19 07:57:00,M0040,OP0055,T00846,PROXIMITY,MEDIUM,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,True
AL001186,2025-06-19 12:10:12,M0040,OP0055,T00846,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL001273,2025-06-19 13:00:00,M0041,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 239m).",Consider pausing operations until conditions improve.,True
AL001231,2025-06-19 13:00:00,M0018,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 114m).",Consider pausing operations until conditions improve.,True
AL000711,2025-06-19 14:00:00,M0030,OP0009,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000445,2025-06-20 10:08:00,M0027,OP0023,T00730,PROXIMITY,HIGH,safety_events,Obstacle detected within the machine operating zone.,Reassess path and clear or route around obstacle.,True
AL000446,2025-06-20 11:07:00,M0027,OP0023,T00730,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000562,2025-06-20 13:23:00,M0036,OP0010,T00097,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL001157,2025-06-20 13:42:42,M0027,OP0023,T00730,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000438,2025-06-20 14:28:00,M0010,OP0017,T00722,PROXIMITY,MEDIUM,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
AL000063,2025-06-20 16:42:00,M0036,OP0010,T00097,PROXIMITY,MEDIUM,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,True
AL000433,2025-06-20 18:27:00,M0022,OP0016,T00709,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL001187,2025-06-20 19:00:00,M0038,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 281m).",Consider pausing operations until conditions improve.,True
AL001191,2025-06-21 06:00:00,M0021,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 201m).",Consider pausing operations until conditions improve.,True
AL000243,2025-06-21 12:09:00,M0021,OP0030,T00356,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000244,2025-06-21 13:10:00,M0021,OP0030,T00356,SEATBELT,LOW,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL001006,2025-06-23 11:45:30,M0003,OP0021,T00240,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000793,2025-06-24 06:00:00,M0036,OP0045,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL001149,2025-06-24 19:59:30,M0030,OP0049,T00703,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL000810,2025-06-25 07:00:00,M0013,OP0019,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000100,2025-06-25 17:32:00,M0015,OP0014,T00162,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000985,2025-06-25 17:34:24,M0015,OP0014,T00162,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL001190,2025-06-25 19:00:00,M0022,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 199m).",Consider pausing operations until conditions improve.,False
AL001259,2025-06-26 06:00:00,M0023,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 284m).",Consider pausing operations until conditions improve.,True
AL000464,2025-06-26 12:24:00,M0031,OP0011,T00759,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000465,2025-06-26 13:11:00,M0031,OP0011,T00759,PROXIMITY,MEDIUM,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,True
AL000670,2025-06-26 14:37:00,M0017,OP0011,T00653,HIGH_IDLE,MEDIUM,operator_behavior,Idle ratio is significantly above operator baseline.,Recommend IDLE_MANAGEMENT training module.,True
AL000408,2025-06-26 14:41:00,M0017,OP0011,T00653,PROXIMITY,LOW,safety_events,Unsafe reversing maneuver detected.,Reinforce spotter protocol for reversing operations.,True
AL000466,2025-06-26 15:32:00,M0031,OP0011,T00759,PROXIMITY,HIGH,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,True
AL000409,2025-06-26 16:21:00,M0017,OP0011,T00653,PROXIMITY,HIGH,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,False
AL001163,2025-06-26 21:42:00,M0031,OP0011,T00759,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL001298,2025-06-27 13:00:00,M0011,,,ENVIRONMENTAL_RISK,HIGH,environment,"Hazardous environmental conditions (storm, visibility 162m).",Consider pausing operations until conditions improve.,True
AL000215,2025-06-27 14:27:00,M0026,OP0008,T00323,SEATBELT,HIGH,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000216,2025-06-27 15:23:00,M0026,OP0008,T00323,PROXIMITY,LOW,safety_events,Site vehicle detected within unsafe operating distance.,Coordinate with vehicle operator and increase clearance.,True
AL001037,2025-06-27 21:59:48,M0026,OP0008,T00323,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL001220,2025-06-28 06:00:00,M0005,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 282m).",Consider pausing operations until conditions improve.,False
AL000781,2025-06-28 08:00:00,M0015,OP0013,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000631,2025-06-29 15:29:00,M0038,OP0045,T00445,UNUSUAL_BEHAVIOR,HIGH,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL000644,2025-06-29 15:54:00,M0022,OP0050,T00511,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,False
AL000289,2025-06-29 16:26:00,M0038,OP0045,T00445,UNUSUAL_BEHAVIOR,LOW,safety_events,Harsh braking event detected.,Review braking technique with operator.,True
AL000290,2025-06-29 17:31:00,M0038,OP0045,T00445,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,False
AL000327,2025-06-29 18:33:00,M0022,OP0050,T00511,SEATBELT,MEDIUM,safety_events,Seatbelt not fastened while machine is moving.,Review seatbelt compliance training with operator.,True
AL000364,2025-06-30 14:14:00,M0039,OP0020,T00577,PROXIMITY,LOW,safety_events,Worker detected within the machine operating zone.,Pause operation and confirm clear zone before resuming.,False
AL000823,2025-07-01 09:00:00,M0031,OP0036,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
AL001099,2025-07-01 13:23:54,M0037,OP0004,T00544,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,True
AL000980,2025-07-01 17:33:54,M0037,OP0013,T00146,TASK_DELAY,MEDIUM,tasks,Task completion is trending beyond predicted duration.,Reassess task plan; check environmental and machine factors.,False
AL001277,2025-07-02 06:00:00,M0012,,,ENVIRONMENTAL_RISK,MEDIUM,environment,"Hazardous environmental conditions (fog, visibility 289m).",Consider pausing operations until conditions improve.,True
AL000865,2025-07-02 14:00:00,M0011,OP0046,,UNUSUAL_BEHAVIOR,MEDIUM,operator_behavior,Operator behavior pattern deviates from established baseline.,Review recent shift telemetry and consider targeted training.,True
